company_id;name;phonenumber;website;email;number;vatnumber;address_street;address_zipcode;address_city;address_country;address_type;distribution_partner_id
"52186";"Paramount Home Entertainment International B.";"035 6728110";"www.paramount.nl";"";"40244";;"Ampereweg 13";"3442AB";"WOERDEN";"NL";"office";"86268"
"52926";"Sentega Etiketten B.V.";"030-2632402";"www.sentega.com";"amrish.hoelas@sentega.com";"42175";"";"St.-Laurensdreef 40";"3565AK";"UTRECHT";"NL";"office";"86268"
"52968";"Sick B.V.";"030-2292544";"www.sick.nl";"tonny.van.woudenberg@sick.nl";"42159";"";"Leyenseweg 111";"3721BC";"BILTHOVEN";"NL";"office";"86268"
"52980";"Sika Nederland B.V.";"030-2410120";"www.sika.nl";"info@nl.sika.com";"42111";"";"Zonnebaan 56";"3542EG";"UTRECHT";"NL";"office";"86268"
"52995";"SUEZ Nederland Holding B.V. (v/h SITA)";"0264001444";"www.sita.nl";"";"42577";"";"Mr. E.N. van Kleffensstraat 6";"6842CV";"Arnhem";"NL";"office";"86268"
"53125";"Spro N.V.";"0347-320888";"www.spro.nl";"info@spro.nl";"42034";"";"Hagenweg 5 -A";"4131LX";"VIANEN UT";"NL";"office";"86268"
"54527";"Van Halteren Metaal B.V.";"033-2992300";"www.vanhalterenmetaal.nl";"info@vanhalterenmetaal.nl";"42047";;"De Kronkels 27";"3752LM";"BUNSCHOTEN SPAKENBURG";"NL";"office";"86268"
"55265";"Aabo Trading Company B.V.";"024-6782070";"www.aabotrading.nl";"administratie@aabo.nl";"40249";;"De Balmerd 14";"6641LD";"BEUNINGEN GLD";"NL";"office";"86268"
"58703";"Hollander Techniek B.V.";"055-3681111";"www.hollandertechniek.nl";"";"42082";;"Boogschutterstraat 30";"7324AG";"Apeldoorn";"NL";"office";"86268"
"59539";"Gispen Nederland B.V.";"0345-474211";"www.gispen.nl";"jan.kranghand@gispen.nl";"40156";"";"Parallelweg West 23";"4104AZ";"Culemborg";"NL";"office";"86268"
"59839";"Handelsonderneming HAVO BV";"0341-560854";"www.havo.com";"";"42157";;"Lokhorstweg 6";"3851SE";"ERMELO";"NL";"office";"86268"
"60122";"Hoetra Plastics B.V.";"024-3731820";"";"";"40221";;"De Hoge Brug 2";"6581AJ";"Malden";"NL";"office";"86268"
"60669";"Invacare BV";"0318-695757";"";"";"40243";;"Celsiusstraat 46";"6716BZ";"EDE GLD";"NL";"office";"86268"
"60675";"Shop 4 Telecom B.V.";"0243435666";"www.shop4telecom.com";"";"42282";;"Bijsterhuizen 2128";"6604LG";"WIJCHEN";"NL";"office";"86268"
"61191";"Koninklijke BDU Holding B.V.";"0342-494911";"www.bdu.nl";"";"41060";;"Marconistraat 31";"3771AM";"Barneveld";"NL";"office";"86268"
"61583";"Leonhard Kurz Benelux B.V.";"024-3781840";"www.kurz.nl";"";"41059";;"Roggeweg 24";"6534AJ";"NIJMEGEN";"NL";"office";"86268"
"62398";"Conpax Beheer BV";"0487-588111";"www.conpax.nl";"";"40140";"";"Waalbandijk 165";"6651KD";"DRUTEN";"NL";"office";"86268"
"63195";"Recticel B.V.";"31 488 489 999";"";"";"42053";;"Spoorstraat 69";"4041 E";"Kesteren";"NL";"office";"86268"
"63767";"Scotts International BV";"0418-655700";"www.scottsinternational.com";"";"40182";;"Koeweistraat 4";"4181CD";"WAARDENBURG";"NL";"office";"86268"
"63774";"Sealed Air B.V.";"024-3710111";"www.sealedair.com";"info@sealedair.com";"40141";;"Lindenhoutseweg 45";"6545AH";"NIJMEGEN";"NL";"office";"86268"
"65408";"Towi-Elram BV";"06-53766638";"www.towi.nl";"";"30135";"";"Industrieweg 6";"4051BW";"OCHTEN";"NL";"office";"86268"
"66004";"Vaassen Flexible Packaging B.V.";"0578-571541";"www.vfp.nl";"";"40316";"";"Dorpsstraat 88";"8171BT";"Vaassen";"NL";"office";"86268"
"66940";"Western Airconditioning B.V.";"033-2477800";"www.western.nl";"info@western.nl";"41068";;"De Wel 10";"3871MV";"HOEVELAKEN";"NL";"office";"86268"
"67478";"Rasenberg Bouw BV";"076-5783578";"www.rasenberg.nl";"info@rasenberg.nl";"42156";"";"Industriekade 10";"4815 HD";"BREDA";"NL";"office";"86268"
"68076";"Analytico Beheer B.V.";"0765737373";"www.analytico.com";"info@analytico.com";"40304";"";"Bergschot 71";"4817PA";"BREDA";"NL";"office";"86268"
"68081";"AncoferWaldram Steelplates B.V.";"0162-491500";"www.ancoferwaldram.nl";"info@aws.dillinger.biz";"43041";"";"Statendamweg 81";"4905AD";"OOSTERHOUT NB";"NL";"office";"202526"
"68638";"AVA Benelux B.V.";"013-5058100";"";"khorrevorts@ava-cooling.nl";"41025";"NL8000.64.446.B02";"Slibbroek 15";"5081NR";"HILVARENBEEK";"NL";"office";"86268"
"68730";"Holmatro Industrial Equipment B.V.";"0162-751500";"www.holmatro.com";"info@holmatro.com";"42122";;"Lissenveld 30";"4941VL";"RAAMSDONKSVEER";"NL";"office";"86268"
"68793";"SNA Europe [Benelux] B.V.";"0492-582333";"www.bahco.nl";"Kaoru.Inoue@snaeurope.com";"42039";"";"Vossenbeemd 113";"5705CL";"HELMOND";"NL";"office";"86268"
"69256";"Bierens Incasso Advocaten B.V.";"0413-311780";"www.bierens-advocaten.com";"";"42036";;"Zuidkade 6";"5462CD";"VEGHEL";"NL";"office";"86268"
"69469";"Bosal Tobo B.V.";"0162-687000";"www.bosal.nl";"";"42019";"";"Tweede Industrieweg 3 -4-5-6";"4921XH";"MADE";"NL";"office";"86268"
"70233";"Cable Partners BV";"0165-523000";"";"";"40283";;"Venneveld 34";"4705RR";"ROOSENDAAL";"NL";"office";"86268"
"70630";"Collactive B.V.";"040-2919666";"www.collactive.nl";"algemeen@collactive.nl";"25125";"";"Henri Wijnmalenweg 5";"5657EP";"EINDHOVEN";"NL";"office";"86268"
"70658";"Combitex Geertruidenberg B.V.";"0162-488144";"www.combitex.nl";"";"40268";;"Centraleweg 9";"4931AA";"Geertruidenberg";"NL";"office";"86268"
"70946";"Copaco Nederland B.V.";"040-2306316";"www.copaco.nl";"info@copaco.nl";"42071";;"Wekkerstraat 25";"5652AN";"EINDHOVEN";"NL";"office";"86268"
"71366";"De Lage Landen Trade Finance B.V.";"040-2339911";"www.delagelanden.com";"info@delagelanden.com";"42101";;"Vestdijk 51";"5611CA";"EINDHOVEN";"NL";"office";"86268"
"71627";"LCC Network Services B.V.";"073-7501401";"www.lcc.com";"info@lcc.nl";"42171";"";"Amerikastraat 7- 11";"5232BE";"'s-Hertogenbosch";"NL";"office";"86268"
"71628";"Deuk- en Laktechniek B.V.";"0162-424554";"www.dlt.nl";"";"40288";;"Koopvaardijweg 16";"4906CV";"OOSTERHOUT NB";"NL";"office";"86268"
"72102";"Eindhoven Packaging B.V.";"040-2593311";"";"";"40198";;"Cederlaan 2";"5616SC";"Eindhoven";"NL";"office";"86268"
"73196";"Georgia-Pacific Nederland B.V.";"0485-339339";"www.gp.com";"";"40279";"";"Lange Linden 22";"5433NC";"Katwijk nb";"NL";"office";"86268"
"73392";"Grassair Compressoren B.V.";"0412 664100";"www.grassair.nl";"";"42963";"";"Galliersweg 27";"5349AT";"OSS";"NL";"office";"86268"
"74400";"IJspaleis Sprundel B.V.";"0165-353535";"www.ijspaleis.nl";"sprundel@ijspaleis.nl";"41087";;"Rucphensebaan 48";"4714RE";"SPRUNDEL";"NL";"office";"86268"
"75782";"Lan Handling Systems International B.V.";"013-5322525";"www.lan-hs.com";"";"41074";;"Jules Verneweg 123";"5015BK";"TILBURG";"NL";"office";"86268"
"77702";"Perfekta Autoschade Tilburg B.V.";"013-5930593";"www.perfekta.nl";"";"41020";;"Kraaivenstraat 24";"5048AB";"TILBURG";"NL";"office";"86268"
"77954";"Polynorm Van Niftrik B.V.";"0164-608800";"www.polynorm.nl";"";"40248";;"Bosweg 2";"4645RB";"PUTTE";"NL";"office";"86268"
"77980";"Possehl Aannemingsmaatschappij B.V.";"0162-456544";"";"";"42110";;"Zeilmakerijweg 9";"4906CW";"OOSTERHOUT NB";"NL";"office";"86268"
"78292";"Rasenberg Bouw BV";"076-5783578";"";"";"40337";"";"Industriekade 10";"4815DC";"BREDA";"NL";"office";"86268"
"78294";"Rasenberg Holding BV";"076-5789789";"www.rasenberg.nl";"M.vanGemerden@rasenberg.nl";"40322";"";"Industriekade 10";"4815HD";"BREDA";"NL";"office";"86268"
"78296";"Rasenberg Wegenbouw B.V.";"0765781200";"";"";"42046";"";"Postbus 2238";"4800CE";"BREDA";"NL";"office";"86268"
"78300";"Raton B.V.";"076-5780980";"www.raton.nl";"";"41064";"";"Takkebijsters 53";"4817BL";"BREDA";"NL";"office";"86268"
"78658";"Rotom Nederland B.V.";"0499 491010";"www.rotom.nl";"";"43185";"";"Ekkersrijt 1428";"5692AK";"SON";"NL";"office";"198288"
"78664";"Rovero Systems B.V.";"0162-574574";"www.rovero.nl";"info@rovero.nl";"40187";;"Krabbescheer 6";"4941VW";"RAAMSDONKSVEER";"NL";"office";"86268"
"81045";"Thermobile Industries BV";"076-5873450";"www.thermobile.nl";"";"40169";;"Konijnenberg 80";"4825BD";"BREDA";"NL";"office";"86268"
"81335";"Tsubakimoto Europe B.V.";"078-6204000";"www.tsubaki.nl";"info@tsubaki.nl";"43037";"";"Aventurijn 1200";"3316LB";"DORDRECHT";"NL";"office";"202526"
"82113";"Van den Berge Handelsonderneming BV";"0113-383310";"www.vanden-berge.nl";"";"40144";;"Capelleweg 13";"4416PN";"KRUININGEN";"NL";"office";"86268"
"82123";"Van den Bosch Transporten BV";"0413-217217";"www.vandenbosch.com";"";"42531";"";"Hoogven 10";"5469EM";"ERP";"NL";"office";"86268"
"82568";"Van Rijsoort B.V.";"0162 370370";"www.kunstflora.com";"";"42725";"";"Metaalstraat 1";"5107ND";"DONGEN";"NL";"office";"202526"
"82568";"Van Rijsoort B.V.";"0162 370370";"www.kunstflora.com";"";"42725";"";"Metaalstraat 1 a";"5107ND";"DONGEN";"NL";"office";"202526"
"83205";"Vos Management & Logistical Development b.v";"0412-699499";"www.voslogistics.com";"info@voslogistics.com";"42724";"";"Vorstengrafdonk 39";"5347KS";"OSS";"NL";"office";"86268"
"83288";"W. Swaans Transport BV";"013-4670272";"www.wst.nl";"info@wst.nl";"42150";"";"Pallasstraat 8";"5048CJ";"TILBURG";"NL";"office";"86268"
"83831";"edilon)(sedra contracting BV";"0475-462928";"www.technobeton.com";"";"42052";"";"Molenweg 7";"6019BS";"WESSEM";"NL";"office";"86268"
"85627";"Stepco B.V.";"0475-567567";"www.stepco-group.nl";"";"41008";;"Aziestraat 15";"6014DA";"ITTERVOORT";"NL";"office";"86268"
"86251";"Calertho Beveiligingen BV";"0152578888";"";"";"40286";;"Schieweg 67";"2627AT";"Delft";"NL";"office";"86268"
"86254";"Prorent Nederland BV";"0161459100";"www.leventi.nl";"finance@leventi.nl";"40121";"";"Broekakkerweg 27";"5126BG";"Gilze";"NL";"office";"86268"
"86255";"Ropak Verpakkingen BV/ Beelen BV Verpakkingen";"0252-415145";"";"info@ropak.nl";"40222";;"Heereweg 5B";"2161AB";"Lisse";"NL";"office";"86268"
"86256";"Keurslagerij John de Roode";"0206828493";"";"johnderoode@vizzavi.nl";"30111";;"Spaarndammerstraat 125";"1013TE";"Amsterdam";"NL";"office";"86268"
"86257";"Straathof Plants BV";"0713314100";"www.straathofplants.nl";"hans@straathof.nl";"40272";;"Veenderveld 120";"2371TX";"Roelofarendsveen";"NL";"office";"86268"
"86258";"Vroomshoop Meubelen BV";"0546667711";"";"";"40176";;"Havenstraat 5";"7681EA";"Vroomshoop";"NL";"office";"86268"
"86259";"Security Care Amstelland SCA";"0297-591099";"";"info@securitycare.nl";"40277";;"Slingerduin 14";"1187JM";"Amstelveen";"NL";"office";"86268"
"86260";"FGHS";"0334343580";"";"info@fghs.nl";"40194";"";"Plesmanstraat 1";"3833LA";"Leusden";"NL";"office";"86268"
"86261";"Louis Sales Promotion BV";"0104812844";"";"daniel@Ispbv.nl";"40274";"";"Statenweg 121 D";"3039HK";"Rotterdam";"NL";"office";"86268"
"86265";"Deurwaarderskantoor Pruijn & van den Bergh";"015 2198700";"";"";"40193";"";"Oude Delft 134";"2611CG";"Delft";"NL";"office";"86268"
"86268";"creditDevice BV";"0713640060";"www.creditdevice.info";"info@creditdevice.nl";"30000";"";"Rudolf Tappenbeckweg 4";"2202 CD";"Noordwijk (Zh)";"NL";"office";"86268"
"86272";"eXpansys UK Limited Att Nurdan Erboz";"0235689188";"www.expansys.nl";"nurdan.erboz@expansys.com";"40343";;"Siriusdreef 17-27";"2132WT";"Hoofddorp";"GB";"office";"86268"
"86276";"Zadkine Techniek";"010 2885295";"www.zadkine.nl";"";"41049";"";"Prins Constantijnweg 30";"3066TA";"Rotterdam";"NL";"office";"86268"
"86288";"Sushi Time";"0204700001";"www.sushitime.nl";"info@sushitime.nl";"30115";;"Strawinskylaan 13";"1077XW";"Amsterdam";"NL";"office";"86268"
"86293";"De Smit Printservice B.V.";"0162-522052";"http://www.desmitprintservice.nl";"";"41057";;"Markt 17";"4931BR";"Geertruidenberg";"NL";"office";"86268"
"86294";"Bosal Nederland BV";"0347-362911";"";"huib.coenen@eur.bosal.com";"40148";"";"Kamerlingh Onnesweg 5";"4131PK";"Vianen Ut";"NL";"office";"86268"
"86296";"Dumeco BV";"0411658555";"www.dumeco.com";"parens@dumeco.com";"40219";;"Boseind 10";"5281RM";"Boxtel";"NL";"office";"86268"
"86297";"Marantec Nederland B.V.";"0294418549";"http://www.marantec.nl";"info@marantec.nl";"40118";;"Gein-Noord 69";"1391HX";"Abcoude";"NL";"office";"86268"
"86299";"Impex Heemskerk BV";"0773823331";"www.impexheemskerk.nl";"info@impexheemskerk.nl";"40183";;"Venrayseweg 120 A";"5928RH";"Venlo";"NL";"office";"86268"
"86301";"Vidra BV";"0102417576";"";"danny@gerritsacc.nl";"40331";;"Westplein 11";"3016BM";"Rotterdam";"NL";"office";"86268"
"86305";"Europees Instituut voor Detachering (Tecpool)";"0577405000";"";"";"40256";"";"Staverdenseweg 283";"3852NV";"Staverden";"NL";"office";"86268"
"86308";"Apex BV";"088 1050200";"www.apexdrukwerk.nl";"info@apexdrukwerk.nl";"41006";"";"Gronausestraat 39";"7533BW";"Enschede";"NL";"office";"86268"
"86312";"Brangs & Heinrich BV";"0302631020";"http://www.brangs-heinrich.nl/home.htm";"ton.kanis@brangs-heinrich.nl";"40451";"";"Arkansasdreef 32 A";"3565AR";"Utrecht";"NL";"office";"86268"
"86313";"kfs Korevaar Field Service";"0318503885";"";"";"40303";;"Maanderweg 68";"6711NG";"Ede";"NL";"office";"86268"
"86337";"Calertho Bouwkunde BV";"";"";"";"40287";;"Schieweg 67";"2627AT";"Delft";"NL";"office";"86268"
"86338";"A.R. Bultman";"0527203043";"";"";"40292";;"Luttelgeestweg 11a";"8315PA";"Luttelgeest";"NL";"office";"86268"
"86339";"Aanpassingsbedrijf Bierman BV";"0252219611";"";"";"30138";;"Jacoba van Beierenweg 31";"2215KT";"Voorhout";"NL";"office";"86268"
"86340";"Auto Studio A. Breed BV";"0252417153";"";"";"40305";;"Postbus 208";"2160AE";"Lisse";"NL";"office";"86268"
"86341";"Hoogerheide Bedrijfswagens BV";"";"";"";"30130";;"Rooseveltstraat 74a";"2321BM";"Leiden";"NL";"office";"86268"
"86342";"Knight Europe BV";"053-4285800";"";"";"40181";;"Marssteden 68";"7547TD";"Enschede";"NL";"office";"86268"
"86344";"Kon. Nederlandse Klim- en Bergsport Ver.";"0348484071";"www.nkbv.nl";"info@nkbv.nl";"30123";"";"Houttuinlaan 16 A";"3447GM";"Woerden";"NL";"office";"86268"
"86345";"Administratie- en Advieskantoor S. Thijs";"0735217782";"";"";"40318";;"Ooosteinderweg 106";"5247WD";"Rosmalen";"NL";"office";"86268"
"86347";"Digiflex";"0246455515";"";"";"40293";;"Graafseweg 554";"6603CL";"Wijchen";"NL";"office";"86268"
"86348";"De Mik Bedrijfshuisvesting BV";"010 4530303";"www.demik.nl";"info@mik.nl";"40129";"";"Lichtennauerlaan 140";"3062ME";"Rotterdam";"NL";"office";"86268"
"86349";"Paramount Home Entertainment Benelux";"035-6728100";"";"035-6287230";"40244";;"Postbus 101";"1200AC";"Hilversum";"NL";"office";"86268"
"86350";"Rapid-Bevestigingstechniek Benelux (RBB) B.V.";"0365460000";"http://www.rapidbv.com/";"";"40207";;"Josephine Bakerstraat 5";"1311GB";"Almere";"NL";"office";"86268"
"86351";"Xidy BV";"040 2808430";"";"";"40232";;"Heuvel 6";"5664HK";"Geldrop";"NL";"office";"86268"
"86354";"Functional Information Technologies Benelux B";"0306014567";"";"";"40146";;"Zoomstede 16 c/d";"3431HL";"Nieuwegein";"NL";"office";"86268"
"86355";"Heuff Sound & Vision B.V.";"0343-431750";"";"";"40184";;"Ambachtsweg 1";"3953BZ";"Maarsbergen";"NL";"office";"86268"
"86356";"Ilse Horck Ontwerpbureau";"0243240846";"";"";"40301";;"Staringstraat 14";"6521AJ";"Nijmegen";"NL";"office";"86268"
"86357";"Renhout BV";"";"";"";"40313";;"Oranjelaan 74";"2161KH";"Lisse";"NL";"office";"86268"
"86358";"Iscar Nederland BV";"0182535523";"www.iscar.nl";"";"40273";"";"Zwolleweg 6";"2803PS";"Gouda";"NL";"office";"86268"
"86362";"Holland Experience BV";"0204222233";"www.holland-experience.nl";"info@holland-experience.nl";"30129";;"Waterlooplein 17";"1011NV";"Amsterdam";"NL";"office";"86268"
"86364";"Dealer Frames";"0703478974";"www.dealerframes.nl";"gflater@dealerframes.nl";"40341";;"Wegastraat 15";"2516AN";"Den Haag";"NL";"office";"86268"
"86367";"Uta Nederland BV";"030-2315724";"";"";"42060";;"Dukatenburg 86";"3437AE";"Nieuwegein";"NL";"office";"86268"
"86390";"Castelein Heiwerken BV";"0153109837";"";"info@casteleinheiwerken.nl";"41007";"";"Gildeweg 18";"2632BA";"Nootdorp";"NL";"office";"86268"
"86393";"Ring Drivers";"0204101575";"www.ringdrivers.nl";"info@ringdrivers.nl";"41023";;"Postbus 75920";"1070AX";"Amsterdam";"NL";"office";"86268"
"86395";"Gerrits Accountants en Adviseurs BV";"010-2731764";"http://www.gerritsacc.nl";"info@gerritsacc.nl";"40336";"";"WESTPLEIN 11";"3016BM";"ROTTERDAM";"NL";"office";"86268"
"86398";"Creman BV";"0355395566";"";"";"41077";"";"MELKWEG 23";"1251PP";"LAREN NH";"NL";"office";"86268"
"86402";"Bonda  BVBA";"06882095";"www.bonda.nl";"j.heutinck@bonda.nl";"40257";;"Industrieweg 18";"B2280";"Grobbendonk";"BE";"office";"86268"
"86403";"Albis Benelux BV";"0765433800";"www.albis.com";"albisbenelux@albis.com";"40139";"";"Paardeweide 2 - 4";"4824EH";"Breda";"NL";"office";"86268"
"86405";"P-Services BV";"0342401209";"www.p-services.nl";"";"41034";;"Langstraat 47 A";"3771BB";"Barneveld";"NL";"office";"86268"
"86407";"Attract Uitzendbureau BV";"0575547030";"www.attract.nl";"";"41005";;"Polsbroekpassage 24";"7201CA";"Zutphen";"NL";"office";"86268"
"86408";"Fides BV";"0174530100";"";"info@fides.nl";"40452";;"Coldenhovenlaan 6";"3155RC";"Maasland";"NL";"office";"86268"
"86410";"DeR-Tec BV";"0714092409";"";"";"41031";"";"Nijverheidsweg 41";"2215 MH";"Voorhout";"NL";"office";"86268"
"86415";"Fiso BV";"071 4010122";"www.fiso.nl";"sjaak@fiso.nl";"41047";;"Valkenburgseweg 48";"2223KD";"Katwijk";"NL";"office";"86268"
"86416";"Netlijn Holding BV";"020 5470180";"";"dennis.kraak@netlijn.nl";"41012";;"Spinnerij 59";"1186ZS";"Amstelveen";"NL";"office";"86268"
"86417";"Leica Geosystems NV";"";"";"";"40269";;"De Kleetlaan 4";"B1831";"Dieghem Belgie";"BE";"office";"86268"
"86419";"Stand-by Electrotechniek BV";"0299 471645";"";"stand-by@dutchnet.nl";"40265";;"Volume 69 - 71";"1446 W";"Purmerend";"NL";"office";"86268"
"86420";"IM Nederland Credit Management BV";"0341 568818";"www.imnederland.nl";"";"25000";"";"Voorthuizerstraat";"3881SC";"Putten";"NL";"office";"86268"
"86421";"Aan Zee Interactive B.V.";"071 3630060";"";"info@aanzee.nl";"10000";"";"Erasmusweg 19";"2202CA";"Noordwijk ZH";"NL";"office";"86268"
"86423";"Orion Speciale Technieken";"0765797430";"";"";"42340";;"Postbus 3551";"4800DN";"Breda";"NL";"office";"86268"
"86424";"Office 1 Leiden";"071-5133766";"www.office1.nl";"";"30141";;"Breestr 159";"2311CN";"Leiden";"NL";"office";"86268"
"86426";"Global Hail Network France SARL";"";"";"";"40350";;"pa/ Houtduifstraat 26-28";"4901DP";"Oosterhout";"NL";"office";"86268"
"86427";"Ultimoo Incasso BV";"0348-493611";"www.ultimoo.nl";"mvoolstra@ultimoo.nl";"25250";"";"Pompmolenlaan 10";"3447 GK";"Woerden";"NL";"office";"86268"
"86431";"Sportemotion VOF";"010 4661734";"http://www.sportemotion.nl";"info@sportemotion.nl";"41055";"";"Pesetastraat 72";"2991XT";"Barendrecht";"NL";"office";"86268"
"86434";"Avabel Nederland BV";"026-3193222";"www.avabel.com";"";"40200";"";"Dijkgraaf 32";"6921 RL";"Duiven";"NL";"office";"86268"
"86438";"Multigift Relatiegeschenken B.V.";"071-3647809";"www.multigift.nl";"";"41035";"";"’s-Gravendijckseweg 51";"2201CZ";"Noordwijk ZH";"NL";"office";"86268"
"86441";"Serv-Ad BV";"0703693525";"www.serv-ad.nl";"info@serv-ad.nl";"41036";;"Javastraat 49";"2584AE";"Den Haag";"NL";"office";"86268"
"86447";"Europay B.V.";"0356997111";"www.Europay.nl";"";"25750";;"Hooftlaan 81";"1401EC";"Bussum";"NL";"office";"86268"
"86448";"de Rijk Magazijninrichting";"0793611311";"www.derijkmag.nl";"info@derijkmag.nl";"41038";;"Amethistweg 3";"2665NT";"Bleiswijk";"NL";"office";"86268"
"86450";"Kantoren en Bedrijvencentrum";"071-4025633";"www.rijnpoortkatwijk.nl";"bob@rijnpoortkatwijk.nl";"41040";;"Ambachtsweg 33";"2220CC";"Katwijk";"NL";"office";"86268"
"86455";"FISO Amsterdam BV";"";"";"";"41048";;"Waningstraat 10 - 12";"1071LB";"Amsterdam";"NL";"office";"86268"
"86456";"Blomsma Signs & Safety";"079 3301050";"www.blomsma.nl";"";"41050";;"Storkstraat 1 A";"2722NN";"Zoetermeer";"NL";"office";"86268"
"86457";"Blomsma Teken- en Adviesburo (B.T.A.) BV";"079 3301050";"www.blomsma.nl";"";"41051";;"Storkstraat 1 A";"2722NN";"Zoetermeer";"NL";"office";"86268"
"86458";"Blomsma Reclame B.V.";"079 3301050";"";"www.blomsma.nl";"41052";;"Storkstraat 1 A";"2722NN";"Zoetermeer";"NL";"office";"86268"
"86460";"Blomsma Printing Schiphol B.V.";"079 3301050";"www.blomsma.nl";"";"41054";;"Storkstraat 1 A";"2722NN";"Zoetermeer";"NL";"office";"86268"
"86464";"De Smit R&D B.V.";"0162 522052";"www.desmitsprintservice.nl";"ron@desmitprinservices.nl";"41058";;"Markt 17";"4931 B";"Geertuidenberg";"NL";"office";"86268"
"86465";"Gemeente Noordwijk";"071-3660301";"";"a.beukers@noordwijk.nl";"41061";;"Voorstraat 42";"2201HW";"Noordwijk";"NL";"office";"86268"
"86466";"K+V Van Alphen";"010 4121433";"";"";"40125";"";"Spoorhaven 70";"2651AV";"Berkel en Rodenrijs";"NL";"office";"86268"
"86473";"Office 1 Benelux BV";"071-5133766";"";"";"41062";;"Morssingel 7";"2312AZ";"Leiden";"NL";"office";"86268"
"87140";"Rocotrans B.V.";"0168 332000";"www.rocotrans.com";"";"42216";"";"Parelhoenweg 5";"4791PA";"KLUNDERT";"NL";"office";"86268"
"87384";"Chipsource Europe";"036-5464441";"";"karin@chipsource-europe.com";"42021";"";"De Binderij 60A";"1321EK";"Almere";"NL";"office";"86268"
"87387";"Burgel Wirtschaftsinformationen GmbH & Co. KG";"";"";"";"40453";;"Gasstrasse 18";"D22761";"Hamburg DUITSLAND";"DE";"office";"86268"
"87388";"Steendam Lab Furnishing Supplies";"038 421 55 22";"www.steendam.nl";"info@steendam.nl";"42000";"";"Lichterweg 31";"8042PW";"Zwolle";"NL";"office";"86268"
"87390";"CreditProfessionals B.V.";"0345 585633";"www.credittools.nl";"info@credittools.nl";"25375";"NL809314058B01";"Postbus 2028";"5300CA";"Zaltbommel";"NL";"office";"86268"
"87395";"Teekens Karstens Advocatuur";"071 5791752";"";"devries@teekenskarstens.nl";"40197";;"Kanaalpark 144";"2321JV";"Leiden";"NL";"office";"86268"
"87410";"Dimerco Express (Netherlands) BV Didams";"020 4055769";"www.dimerco.com";"";"41093";;"Folkstoneweg 24";"1118LM";"Schiphol Airport";"NL";"office";"86268"
"87411";"Conpro BV";"070 4153291";"";"els@conprobv.nl";"41030";"";"Verijnstuartlaan 30";"2288EL";"Rijswijk";"NL";"office";"86268"
"87412";"Blomsma.Collarprinting B.V.";"";"";"";"41090";;"Storkstraat 1A";"2722NN";"Zoetermeer";"NL";"office";"86268"
"87420";"Informatiebureau Nobel BV";"0186-618377";"www.nobelinf.nl";"info@nobelinf.nl";"25675";"";"van Koetsveldlaan 15";"3273AL";"Westmaas";"NL";"office";"86268"
"87427";"Klinkenberg Techniek";"06-51833442";"";"info@klinkenbergtechniek.nl";"41098";"";"Noordhoren 5";"2201VC";"Noordwijk";"NL";"office";"86268"
"87428";"Makora Trading International";"0161-433407";"";"makora@xs4all.nl";"41099";"";"Seminarieweg 1";"4854CA";"Bavel";"NL";"office";"86268"
"87430";"Drafcon N.V.";"0252 536136";"";"";"41095";;"Weeresteinstraat 43";"2182GR";"Hillegom";"NL";"office";"86268"
"87433";"KLD Graphics";"071-4073408";"www.kldgraphics.nl";"info@kldgraphics.nl";"42001";"";"De Hooge Krocht 13";"2201TP";"Noordwijk ZH";"NL";"office";"86268"
"87434";"Weba Makelaars";"0165-570182";"www.webamakelaars.nl";"info@webamakelaars.nl";"42018";;"Borchwerf 4m";"4704RC";"Roosendaal";"NL";"office";"86268"
"87436";"Nemesis BV";"023 58336000";"www.nemeisi-europe..nl";"backoffice@nemesis-europe..nl";"42005";;"Zevenend 45";"1251RL";"Laren";"NL";"office";"86268"
"87440";"VCK Logistics Airfreight";"020 5877826";"";"invoices.amsterdam@vcklogistics.nl";"42009";"";"Albertplesmanweg 57";"3088GB";"Amsterdam";"NL";"office";"86268"
"87441";"Autoschade Herstel van der Niet";"071-3622622";"";"vanderniet.autoschade@planet.nl";"42011";"";"Keyserswey 7";"2201CW";"Noordwijk";"NL";"office";"86268"
"87443";"Akbo Handelsmij BV";"0313-472822";"";"";"42012";"";"Leigraafseweg 33H";"6983BR";"Doesburg";"NL";"office";"86268"
"87644";"Epson Europe B.V.";"020-3145000";"www.epson.nl";"";"42641";"";"Hoogoorddreef 5";"1101BA";"AMSTERDAM";"NL";"office";"86268"
"87779";"Inter Access B.V.";"035 6888400";"www.interaccess.nl";"";"42695";"";"Colosseum 9";"1213NN";"HILVERSUM";"NL";"office";"86268"
"89037";"Heldense Group B.V.";"077-3072777";"";"";"42035";"";"Industrieterrein 17";"5981NK";"PANNINGEN";"NL";"office";"86268"
"89800";"Facilifors BV";"033-4224900";"www.amfors.nl";"info@amfors.nl";"42170";;"Uraniumweg 15";"3812RJ";"AMERSFOORT";"NL";"office";"86268"
"91093";"Barthen Rioleringswerken B.V.";"071-5222688";"www.barthen.nl";"info@barthen.nl";"42056";;"Hallenweg 7";"2316JX";"LEIDEN";"NL";"office";"86268"
